transaction_id,customer_id,time_id,transaction_amount,channel,payment_type
1324,382,355,2068.63,In-store,Cash
1325,182,344,560.96,Mobile app,Bank Transfer
1326,284,286,1298.04,In-store,PayPal
1327,432,348,2204.95,Online,Cash
1328,93,332,1256.1,Online,Bank Transfer
1329,380,26,1039.19,Online,Cash
1330,99,272,2899.33,Mobile app,Bank Transfer
1331,292,269,1071.9,In-store,Bank Transfer
1332,135,189,404.51,Mobile app,Bank Transfer
1333,491,131,1890.47,Mobile app,Credit Card
1334,162,255,1654.45,Online,Bank Transfer
1335,54,201,2012.63,Online,PayPal
1336,176,208,2210.35,In-store,Credit Card
1337,21,251,150.0,Online,Cash
1338,246,206,990.7,In-store,Cash
1339,337,219,4040.75,Mobile app,Cash
1340,465,310,1099.31,Mobile app,Cash
1341,158,343,1523.43,Mobile app,Cash
1342,428,365,873.36,In-store,Bank Transfer
1343,266,203,2151.75,In-store,PayPal
1344,146,131,2956.74,Online,Cash
1345,489,292,3149.16,In-store,PayPal
1346,428,310,4580.37,In-store,Credit Card
1347,46,50,964.5,In-store,Bank Transfer
1348,172,143,1157.75,In-store,PayPal
1349,99,177,1304.36,In-store,Bank Transfer
1350,92,249,667.1,Mobile app,Credit Card
1351,357,321,1974.45,Online,Bank Transfer
1352,351,88,3753.09,Online,Bank Transfer
1353,471,131,3200.78,Online,Credit Card
1354,485,4,90.32,Mobile app,Cash
1355,154,220,1345.8,Online,Cash
1356,449,100,1621.76,Mobile app,Bank Transfer
1357,74,321,2101.05,Online,Credit Card
1358,351,217,2089.83,Mobile app,PayPal
1359,368,319,4844.1,Online,Bank Transfer
1360,122,102,1154.87,In-store,PayPal
1361,21,327,1720.04,In-store,Cash
1362,288,9,369.4,Online,Bank Transfer
1363,418,244,4105.07,Online,PayPal
1364,206,185,2735.29,Online,Cash
1365,254,321,1641.68,Online,PayPal
1366,13,214,3207.23,Mobile app,PayPal
1367,83,321,3633.52,Mobile app,Cash
1368,77,43,1516.89,Mobile app,Bank Transfer
1369,346,11,1361.38,Online,Bank Transfer
1370,306,133,2435.28,In-store,PayPal
1371,149,357,4910.62,Mobile app,PayPal
1372,112,35,1196.24,Mobile app,Credit Card
1373,455,226,8172.12,Mobile app,Bank Transfer
1374,416,216,1383.0,Online,Credit Card
1375,20,217,2141.11,Online,Credit Card
1376,22,360,3266.71,Online,Credit Card
1377,50,90,2725.35,In-store,Bank Transfer
1378,346,4,530.36,Online,Credit Card
1379,72,256,1930.82,Online,Cash
1380,347,339,3200.19,Mobile app,Cash
1381,318,131,1473.7,In-store,PayPal
1382,74,332,1667.83,Online,Cash
1383,240,95,1372.16,Mobile app,Bank Transfer
1384,435,204,1421.92,Mobile app,Credit Card
1385,103,245,1434.48,Online,Cash
1386,273,278,3352.43,In-store,Credit Card
1387,418,311,4175.51,Online,Credit Card
1388,179,315,6639.23,Online,Cash
1389,321,175,3162.3,In-store,PayPal
1390,324,333,155.6,Mobile app,Credit Card
1391,9,288,102.96,Mobile app,Cash
1392,88,221,710.98,Mobile app,Bank Transfer
1393,451,254,4868.35,Online,Cash
1394,328,46,1052.69,In-store,Bank Transfer
1395,349,46,1981.25,In-store,PayPal
1396,177,337,651.11,Online,PayPal
1397,258,211,959.09,In-store,Bank Transfer
1398,113,259,5019.99,Online,Credit Card
1399,486,14,4226.73,In-store,Credit Card
1400,333,97,2289.15,In-store,PayPal
1401,179,215,3035.17,Mobile app,Cash
1402,435,147,1688.36,Online,PayPal
1403,64,77,965.97,In-store,Credit Card
1404,142,325,1020.77,In-store,Cash
1405,87,195,5805.83,Online,Bank Transfer
1406,448,219,234.0,Online,Cash
1407,152,87,529.2,In-store,Credit Card
1408,197,40,3346.87,In-store,Bank Transfer
1409,76,86,1545.87,In-store,Bank Transfer
1410,327,336,2314.34,Online,PayPal
1411,221,355,3921.97,Mobile app,Bank Transfer
1412,180,126,317.54,In-store,Bank Transfer
1413,468,281,297.15,Online,Bank Transfer
1414,424,112,3228.97,Online,Credit Card
1415,258,140,4519.58,In-store,Cash
1416,393,61,4740.59,In-store,Cash
1417,310,104,1066.87,Mobile app,Credit Card
1418,380,278,2742.37,Online,Bank Transfer
1419,283,177,4408.35,Online,Cash
1420,342,62,2003.71,Mobile app,PayPal
1421,267,21,1616.28,Mobile app,Bank Transfer
1422,256,327,1703.83,Online,Credit Card
1423,488,99,3819.68,Online,Bank Transfer
1424,387,31,2366.44,Mobile app,Cash
1425,333,140,1575.12,Online,Bank Transfer
1426,381,5,398.85,In-store,Credit Card
1427,111,111,689.38,Mobile app,Cash
1428,478,186,3092.76,Mobile app,PayPal
1429,176,263,2458.8,In-store,Credit Card
1430,169,273,875.34,Online,Cash
1431,296,154,831.34,Mobile app,Credit Card
1432,122,229,2573.99,Online,Bank Transfer
1433,148,79,1959.42,Online,PayPal
1434,87,38,1308.12,Mobile app,PayPal
1435,128,182,3686.85,Mobile app,Bank Transfer
1436,219,44,1150.74,In-store,Bank Transfer
1437,381,180,2065.4,In-store,Bank Transfer
1438,68,329,2205.15,In-store,Bank Transfer
1439,216,102,3868.91,In-store,Bank Transfer
1440,184,324,1324.29,In-store,Credit Card
1441,213,19,1751.72,In-store,Credit Card
1442,252,292,461.6,Online,Credit Card
1443,32,357,3337.43,Mobile app,Cash
1444,215,83,2545.43,Online,Cash
1445,318,174,3552.0,Mobile app,Cash
1446,247,192,3002.52,Mobile app,Cash
1447,73,290,1599.28,In-store,Bank Transfer
1448,54,19,2234.25,Mobile app,Cash
1449,191,231,607.67,Online,Cash
1450,107,130,4339.97,In-store,PayPal
1451,237,296,2659.85,Mobile app,PayPal
1452,404,291,709.56,Mobile app,Credit Card
1453,266,45,1827.12,In-store,PayPal
1454,131,122,233.64,Online,PayPal
1455,162,12,470.22,Online,PayPal
1456,160,279,3058.71,Online,Credit Card
1457,110,15,1259.72,In-store,Bank Transfer
1458,240,178,1455.6,Online,Bank Transfer
1459,229,239,2962.9,Online,Cash
1460,240,31,1667.67,In-store,Bank Transfer
1461,500,16,4133.25,Mobile app,Cash
1462,323,173,3502.57,Online,PayPal
1463,426,78,525.5,Mobile app,PayPal
1464,36,283,538.88,Online,Credit Card
1465,45,309,3168.18,Online,Bank Transfer
1466,33,233,3280.52,Online,PayPal
1467,134,6,2964.72,Online,Credit Card
1468,443,234,1146.52,In-store,Credit Card
1469,182,68,437.93,Mobile app,Cash
1470,46,251,2979.48,Online,PayPal
1471,84,88,1309.94,Online,Bank Transfer
1472,344,61,833.68,Online,Cash
1473,46,176,719.79,Online,Credit Card
1474,311,272,1625.09,In-store,PayPal
1475,408,110,1872.87,Online,Bank Transfer
1476,41,264,3048.71,Online,PayPal
1477,387,310,3521.57,In-store,Bank Transfer
1478,430,341,1155.03,Online,Bank Transfer
1479,87,121,3235.55,Online,Credit Card
1480,160,347,1996.05,Mobile app,PayPal
1481,404,65,3291.38,Online,Cash
1482,32,199,4194.49,Mobile app,Bank Transfer
1483,308,236,4372.09,Mobile app,Cash
1484,76,219,2443.73,In-store,PayPal
1485,62,131,1267.81,Online,Credit Card
1486,186,160,52.92,Mobile app,Bank Transfer
1487,320,119,2372.23,Online,Credit Card
1488,356,316,6533.37,In-store,Cash
1489,465,236,2015.61,Online,Credit Card
1490,20,269,145.24,Online,Cash
1491,343,351,2369.85,Online,Bank Transfer
1492,26,335,1109.22,In-store,PayPal
1493,431,220,3052.81,Mobile app,Bank Transfer
1494,311,121,4242.14,In-store,PayPal
1495,341,67,1858.02,In-store,Bank Transfer
1496,105,173,2206.21,In-store,Cash
1497,375,56,2277.8,Mobile app,PayPal
1498,278,63,1554.49,Mobile app,Cash
1499,86,300,513.56,Online,PayPal
1500,196,305,3327.72,Mobile app,PayPal
1501,96,193,3040.04,Mobile app,PayPal
1502,50,169,2540.35,In-store,Credit Card
1503,235,153,808.78,Mobile app,Bank Transfer
1504,207,153,1295.94,Mobile app,PayPal
1505,437,281,5044.99,In-store,Bank Transfer
1506,452,119,168.84,Mobile app,Bank Transfer
1507,375,107,2437.46,Mobile app,Credit Card
1508,313,194,3697.55,Mobile app,Credit Card
1509,406,17,2215.85,Online,Cash
1510,272,59,2348.55,Online,PayPal
1511,13,53,2789.44,In-store,Credit Card
1512,388,316,1455.6,In-store,Cash
1513,262,329,5737.65,In-store,Bank Transfer
1514,297,291,3262.79,In-store,Bank Transfer
1515,282,237,5893.31,Mobile app,Cash
1516,209,111,530.18,Mobile app,PayPal
1517,215,354,1415.08,In-store,Cash
1518,173,111,3219.67,In-store,Bank Transfer
1519,186,44,2932.04,Online,Bank Transfer
1520,15,326,624.52,Online,PayPal
1521,328,27,3240.4,Online,Credit Card
1522,62,329,828.17,In-store,PayPal
1523,102,177,1969.86,Online,PayPal
1524,369,90,502.44,Online,Cash
1525,84,16,1341.52,Mobile app,Bank Transfer
1526,30,177,3536.22,Online,Bank Transfer
1527,135,276,2160.76,In-store,PayPal
1528,89,279,934.05,In-store,Bank Transfer
1529,37,355,1731.84,Mobile app,Credit Card
1530,78,20,536.1,Online,Bank Transfer
1531,256,21,4125.48,Online,Bank Transfer
1532,90,289,193.24,In-store,Bank Transfer
1533,447,238,1039.02,Mobile app,Bank Transfer
1534,289,135,772.9,Mobile app,PayPal
1535,410,152,952.24,Mobile app,Cash
1536,89,259,812.56,Mobile app,Cash
1537,417,137,121.24,In-store,PayPal
1538,53,74,235.33,Online,Credit Card
1539,18,284,3074.95,Mobile app,PayPal
1540,436,80,4492.78,In-store,Credit Card
1541,259,306,1243.04,In-store,PayPal
1542,447,291,2452.85,In-store,Bank Transfer
1543,247,342,4428.76,Mobile app,PayPal
1544,460,333,4267.02,Online,Credit Card
1545,265,355,3446.65,In-store,Bank Transfer
1546,357,215,1869.69,Online,PayPal
1547,209,276,5756.83,Online,Cash
1548,152,96,2499.26,Online,Cash
1549,486,84,2400.84,In-store,Bank Transfer
1550,38,301,278.53,Mobile app,Bank Transfer
1551,20,76,483.1,Online,PayPal
1552,332,202,1739.99,In-store,Credit Card
1553,62,211,6922.48,Mobile app,Cash
1554,400,148,2225.23,In-store,Bank Transfer
1555,81,262,2020.34,Online,Cash
1556,173,311,1815.03,Online,Cash
1557,65,64,188.19,Online,Cash
1558,170,351,331.05,Online,PayPal
1559,341,91,253.59,In-store,Cash
1560,480,271,2741.15,Online,Bank Transfer
1561,44,54,66.15,Online,Bank Transfer
1562,216,160,2827.04,Online,Cash
1563,151,50,1527.68,Mobile app,Bank Transfer
1564,70,340,289.86,In-store,Cash
1565,153,43,2912.21,Mobile app,PayPal
1566,372,209,1659.92,In-store,Credit Card
1567,6,11,2560.99,In-store,Bank Transfer
1568,85,48,3107.62,Online,PayPal
1569,79,65,3193.3,In-store,Bank Transfer
1570,46,348,2157.34,Mobile app,Credit Card
1571,56,46,192.9,Mobile app,Bank Transfer
1572,24,253,363.18,Online,Bank Transfer
1573,67,221,2837.89,Mobile app,Bank Transfer
1574,399,155,3645.46,In-store,Bank Transfer
1575,209,160,2935.03,Mobile app,Bank Transfer
1576,346,226,660.72,Online,Cash
1577,120,325,6340.19,In-store,PayPal
1578,182,280,3818.88,Online,Cash
1579,204,168,1991.82,Online,PayPal
1580,4,59,2502.02,Online,Bank Transfer
1581,361,226,3445.67,Online,Cash
1582,300,239,1623.64,Online,Bank Transfer
1583,401,250,2895.05,Online,Credit Card
1584,238,200,1474.12,In-store,Credit Card
1585,76,235,2645.59,Mobile app,Bank Transfer
1586,3,169,2180.83,Online,Cash
1587,264,42,1705.2,Online,PayPal
1588,334,15,2685.96,Online,Cash
1589,218,346,2151.56,Online,Credit Card
1590,223,276,2296.27,Mobile app,Credit Card
1591,20,333,2141.74,Mobile app,PayPal
1592,38,116,3437.65,Online,Cash
1593,81,89,1780.37,Mobile app,Credit Card
1594,233,224,625.75,Online,PayPal
1595,230,260,3181.75,Online,Cash
1596,430,53,1044.71,Online,Cash
1597,207,183,585.34,Online,PayPal
1598,127,252,4677.51,Online,Cash
1599,210,249,1095.24,Mobile app,PayPal
1600,250,150,1279.39,Mobile app,Bank Transfer
1601,332,65,2264.49,Online,Credit Card
1602,181,310,2688.78,Online,Bank Transfer
1603,163,309,3914.98,Online,Cash
1604,500,270,3257.2,In-store,PayPal
1605,41,62,1570.18,Mobile app,Cash
1606,312,264,331.05,Online,Credit Card
1607,163,165,3356.52,Online,Cash
1608,124,363,1308.65,In-store,Bank Transfer
1609,213,131,1987.02,In-store,Bank Transfer
1610,379,66,1777.15,Online,Credit Card
1611,141,195,4308.09,In-store,Bank Transfer
1612,17,30,583.6,In-store,Bank Transfer
1613,79,365,508.69,Online,Bank Transfer
1614,278,132,791.87,In-store,Bank Transfer
1615,157,346,5021.78,Online,Credit Card
1616,350,55,3553.69,In-store,Credit Card
1617,154,81,171.59,In-store,Credit Card
1618,15,141,1444.12,Mobile app,Bank Transfer
1619,337,339,2341.15,Online,Bank Transfer
1620,156,211,3447.41,Online,Bank Transfer
1621,332,69,4051.65,Mobile app,Cash
1622,39,212,658.41,In-store,Cash
1623,388,49,434.65,Online,Credit Card
1624,131,143,459.0,Online,Bank Transfer
1625,345,22,1147.24,Online,PayPal
1626,265,7,5674.26,Online,Cash
1627,143,275,4000.83,In-store,PayPal
1628,468,336,2569.71,Online,Credit Card
1629,458,143,1169.83,In-store,Cash
1630,398,207,3019.02,Online,Credit Card
1631,291,221,3843.39,Mobile app,Cash
1632,319,191,2580.14,Online,Bank Transfer
1633,199,190,3095.29,Mobile app,Bank Transfer
1634,449,159,2958.54,Mobile app,Cash
1635,338,173,3545.63,In-store,PayPal
1636,133,180,2582.94,Mobile app,PayPal
1637,81,123,269.44,Mobile app,Credit Card
1638,5,296,1320.36,In-store,Credit Card
1639,497,262,1268.74,Online,Cash
1640,189,5,664.68,In-store,PayPal
1641,16,116,2609.62,Mobile app,Bank Transfer
1642,274,164,915.78,Online,Credit Card
1643,195,243,2104.52,Mobile app,Bank Transfer
1644,329,314,2503.9,In-store,Cash
1645,76,323,2949.63,Mobile app,PayPal
1646,391,240,5303.67,Mobile app,PayPal
1647,362,267,1188.6,Online,PayPal
1648,398,226,2565.16,Online,Cash
1649,373,231,2515.13,Mobile app,PayPal
1650,143,50,779.8,In-store,PayPal
1651,14,357,2782.75,Mobile app,Credit Card
1652,385,253,1360.89,Mobile app,PayPal
1653,370,361,919.71,Online,Bank Transfer
1654,335,137,1507.31,Mobile app,Credit Card
1655,297,191,1465.23,In-store,Bank Transfer
1656,373,93,3297.81,Mobile app,Cash
1657,200,105,3424.82,Mobile app,PayPal
1658,355,365,483.59,Online,Cash
1659,469,354,4143.51,In-store,Cash
1660,212,93,2586.48,Mobile app,Bank Transfer
1661,453,32,2971.4,Online,Cash
1662,127,21,4009.47,Online,Bank Transfer
1663,406,190,763.46,Mobile app,Credit Card
1664,388,259,5574.32,Mobile app,Credit Card
1665,195,233,2427.72,Online,Credit Card
1666,373,22,717.75,Online,Bank Transfer
1667,272,273,1320.53,Mobile app,PayPal
1668,15,28,3448.96,Online,PayPal
1669,190,175,1179.36,In-store,PayPal
1670,456,265,1969.61,Online,Credit Card
1671,199,138,1975.52,In-store,Credit Card
1672,125,179,1774.9,Online,Bank Transfer
1673,413,2,1433.42,In-store,Bank Transfer
1674,112,313,5001.88,Online,Cash
1675,435,285,2719.39,Online,Bank Transfer
1676,18,92,937.6,In-store,Cash
1677,35,132,632.96,In-store,PayPal
1678,500,311,1842.65,Online,Bank Transfer
1679,152,68,1747.17,Online,Bank Transfer
1680,484,3,4379.06,Online,Bank Transfer
1681,276,363,1098.05,In-store,PayPal
1682,183,180,2615.9,In-store,Bank Transfer
1683,3,72,2187.96,Mobile app,Cash
1684,400,277,2006.07,In-store,PayPal
1685,20,88,3400.37,Mobile app,Credit Card
1686,166,224,2073.88,Mobile app,Cash
1687,367,236,3632.94,In-store,Cash
1688,128,34,1902.93,In-store,Cash
1689,418,9,2666.82,Online,PayPal
1690,278,323,1652.38,Mobile app,Credit Card
1691,131,17,2640.17,Online,Cash
1692,173,237,1817.62,In-store,Cash
1693,345,172,303.22,Online,Cash
1694,383,233,2131.66,Online,PayPal
1695,256,72,2046.52,Online,Credit Card
1696,83,153,4132.32,In-store,Cash
1697,62,297,3358.79,Online,Credit Card
1698,470,311,4159.49,In-store,Credit Card
1699,354,52,4704.38,Mobile app,Credit Card
1700,476,321,1897.28,In-store,Credit Card
1701,310,169,4741.24,In-store,PayPal
1702,496,328,2846.38,Online,PayPal
1703,88,88,998.61,Online,Cash
1704,500,89,4116.97,In-store,Cash
1705,337,41,1451.33,Online,Bank Transfer
1706,37,35,2764.39,Online,Bank Transfer
1707,414,244,950.95,Mobile app,Cash
1708,365,160,1359.93,In-store,Cash
1709,264,119,3937.99,Online,Cash
1710,348,35,4834.49,Mobile app,Credit Card
1711,463,150,4095.0,Mobile app,PayPal
1712,143,272,2489.46,In-store,Credit Card
1713,402,234,1023.95,In-store,Bank Transfer
1714,174,16,1641.1,In-store,PayPal
1715,89,299,1406.86,In-store,Credit Card
1716,157,7,2633.14,Mobile app,Cash
1717,356,353,1460.14,In-store,Cash
1718,86,220,3352.26,Online,PayPal
1719,360,222,799.61,Online,Cash
1720,436,40,3581.06,Mobile app,Credit Card
1721,405,302,2501.23,Online,PayPal
1722,268,178,3747.99,In-store,PayPal
1723,22,226,605.08,Mobile app,Bank Transfer
1724,220,35,1711.43,In-store,Credit Card
1725,3,191,3462.08,In-store,Credit Card
1726,217,210,1529.2,Online,PayPal
1727,93,242,774.46,In-store,Cash
1728,130,254,84.42,Online,Credit Card
1729,91,363,137.68,Online,Bank Transfer
1730,397,41,1904.48,Online,Cash
1731,400,144,1499.02,Online,Bank Transfer
1732,12,160,3033.97,Online,Bank Transfer
1733,262,347,2787.81,Online,Bank Transfer
1734,44,320,2400.58,In-store,Bank Transfer
1735,204,48,2284.07,In-store,Bank Transfer
1736,163,304,910.62,Online,Credit Card
1737,406,24,221.56,In-store,PayPal
1738,230,120,134.72,In-store,Bank Transfer
1739,163,38,2911.09,Mobile app,PayPal
1740,168,79,3496.46,Mobile app,PayPal
1741,76,330,3366.52,Online,Bank Transfer
1742,48,338,96.62,In-store,PayPal
1743,495,20,1361.1,Online,Credit Card
1744,213,229,2010.96,Mobile app,Credit Card
1745,224,239,645.74,Online,Credit Card
1746,380,65,26.46,In-store,PayPal
1747,28,33,986.48,Mobile app,Bank Transfer
1748,203,326,3991.75,Mobile app,Bank Transfer
1749,182,332,1039.62,In-store,Bank Transfer
1750,400,172,2882.75,In-store,Credit Card
1751,51,273,2984.43,In-store,Bank Transfer
1752,497,205,154.07,Online,Cash
1753,374,183,2577.76,Mobile app,Cash
1754,103,161,3220.75,Online,Cash
1755,275,232,210.24,Online,Bank Transfer
1756,347,124,1194.38,Online,PayPal
1757,248,213,567.55,Mobile app,Bank Transfer
1758,22,109,3435.08,Online,Cash
1759,323,297,779.58,Online,Credit Card
1760,280,259,84.42,Mobile app,PayPal
1761,103,139,2022.55,Online,Credit Card
1762,1,139,2648.03,Mobile app,PayPal
1763,135,245,1174.76,Online,Credit Card
1764,485,276,129.66,Mobile app,PayPal
1765,260,40,1284.77,Mobile app,Bank Transfer
1766,288,158,4429.9,Mobile app,Cash
1767,113,281,2689.28,Mobile app,Bank Transfer
1768,14,283,1885.94,Mobile app,Credit Card
1769,70,145,2419.47,In-store,Credit Card
1770,231,139,2464.95,Online,PayPal
1771,105,92,492.99,In-store,Bank Transfer
1772,437,353,308.73,Online,Credit Card
1773,288,336,772.26,Online,PayPal
1774,225,177,1832.43,Online,Bank Transfer
1775,153,195,1686.07,In-store,Credit Card
1776,186,281,2284.81,Mobile app,Bank Transfer
1777,30,271,5393.49,In-store,Bank Transfer
1778,454,166,4808.75,Mobile app,PayPal
1779,454,62,328.16,In-store,PayPal
1780,302,324,4222.63,Mobile app,PayPal
1781,2,102,1291.01,Online,Cash
1782,294,235,2982.07,Online,PayPal
1783,202,331,937.6,Online,PayPal
1784,378,210,949.44,In-store,Bank Transfer
1785,341,317,291.12,Mobile app,PayPal
1786,430,4,3264.85,Mobile app,Credit Card
1787,384,350,4629.23,Mobile app,Cash
1788,469,362,1406.64,Mobile app,Bank Transfer
1789,364,212,1630.82,In-store,Cash
1790,341,46,3019.75,Online,Cash
1791,457,274,1953.6,Online,Bank Transfer
1792,114,126,2552.19,Mobile app,Credit Card
1793,492,237,2002.85,In-store,Credit Card
1794,323,242,2792.21,Mobile app,Bank Transfer
1795,443,252,4237.98,Online,Bank Transfer
1796,64,333,3043.81,Mobile app,Credit Card
1797,207,94,1715.59,In-store,Credit Card
1798,205,44,3388.68,Mobile app,Cash
1799,206,309,1917.78,Mobile app,Cash
1800,14,193,445.9,Online,Bank Transfer
1801,331,232,2250.9,Mobile app,Bank Transfer
1802,332,109,2174.49,In-store,Credit Card
1803,179,127,991.46,Mobile app,Bank Transfer
1804,159,242,564.44,Online,Cash
1805,286,354,343.18,Mobile app,Cash
1806,391,131,642.8,Online,Credit Card
1807,261,41,1910.41,Online,Cash
1808,289,211,3003.79,Online,Credit Card
1809,121,29,843.53,Mobile app,Cash
1810,38,359,4993.13,In-store,Bank Transfer
1811,69,294,1612.13,Online,Cash
1812,116,208,1188.6,In-store,PayPal
1813,157,332,5197.27,Online,Cash
1814,162,50,196.05,In-store,Cash
1815,415,40,3212.08,In-store,PayPal
1816,68,282,1053.58,Mobile app,Cash
1817,89,340,2715.27,In-store,Bank Transfer
1818,182,94,3721.3,Online,Bank Transfer
1819,492,224,4226.82,In-store,Bank Transfer
1820,408,297,3829.37,Mobile app,Bank Transfer
1821,389,121,299.76,In-store,Credit Card
1822,271,347,2400.21,In-store,Cash
1823,476,174,2784.73,Online,Cash
1824,25,285,1545.03,In-store,Cash
1825,366,152,824.65,Online,PayPal
1826,257,229,1740.4,In-store,Credit Card
1827,100,54,1583.69,In-store,Bank Transfer
1828,303,107,1060.34,In-store,PayPal
1829,83,224,4259.86,Online,PayPal
1830,168,295,2669.56,In-store,Cash
1831,6,181,4558.55,In-store,PayPal
1832,460,70,171.24,Online,Bank Transfer
1833,392,329,2388.48,Mobile app,Credit Card
1834,386,250,1403.54,In-store,Cash
1835,215,47,3749.13,Online,Bank Transfer
1836,21,116,4702.57,In-store,Credit Card
1837,104,191,1543.15,In-store,Cash
1838,419,43,473.97,Online,Bank Transfer
1839,113,27,1784.47,Online,PayPal
1840,434,312,2358.35,Mobile app,PayPal
1841,160,13,2234.06,In-store,Bank Transfer
1842,88,157,473.04,In-store,Cash
1843,244,5,1400.16,In-store,Bank Transfer
1844,382,125,3068.04,Online,PayPal
1845,417,229,1111.8,Mobile app,Bank Transfer
1846,433,318,1260.04,In-store,Credit Card
1847,186,279,3345.8,In-store,Bank Transfer
1848,443,356,3531.24,Online,Bank Transfer
1849,232,259,4265.31,In-store,Credit Card
1850,48,311,1899.58,Mobile app,Credit Card
1851,162,298,3980.62,In-store,Cash
1852,403,42,2174.32,Mobile app,Credit Card
1853,58,141,1070.6,Mobile app,Credit Card
1854,313,125,219.89,Mobile app,PayPal
1855,291,54,2354.99,Mobile app,Bank Transfer
1856,327,307,3225.56,In-store,Credit Card
1857,433,65,1015.62,Online,Credit Card
1858,273,263,839.0,Mobile app,PayPal
1859,334,68,794.68,Mobile app,PayPal
1860,359,346,5409.77,Mobile app,Bank Transfer
1861,101,33,6490.77,Online,Bank Transfer
1862,136,190,758.05,Mobile app,Cash
1863,141,28,1599.28,Online,Credit Card
1864,210,314,5061.76,Online,Cash
1865,156,260,2318.76,In-store,Bank Transfer
1866,334,13,6562.5,Mobile app,PayPal
1867,168,184,679.63,In-store,PayPal
1868,366,321,782.4,In-store,PayPal
1869,126,81,2683.45,Mobile app,Bank Transfer
1870,174,363,771.24,Mobile app,PayPal
1871,17,162,743.36,Online,Cash
1872,114,248,620.13,In-store,Bank Transfer
1873,448,4,2313.71,In-store,Cash
1874,212,356,2452.95,Online,PayPal
1875,293,299,4044.35,Mobile app,Cash
1876,218,40,5039.45,In-store,Credit Card
1877,370,243,2287.13,Mobile app,Cash
1878,78,178,2072.45,Online,Credit Card
1879,356,222,1558.86,In-store,Bank Transfer
1880,432,98,1301.36,Online,Bank Transfer
1881,205,52,4156.73,Mobile app,Cash
1882,64,239,2952.22,Online,Credit Card
1883,320,78,969.91,Online,Cash
1884,123,100,3367.55,In-store,Cash
1885,119,256,542.26,Online,Bank Transfer
1886,193,240,680.9,Mobile app,PayPal
1887,227,259,1592.06,Online,Credit Card
1888,206,137,404.61,In-store,Credit Card
1889,426,330,985.98,Mobile app,PayPal
1890,417,89,3810.73,Mobile app,PayPal
1891,44,277,3741.86,Online,Bank Transfer
1892,231,189,3462.41,Online,Bank Transfer
1893,286,262,2132.87,Online,Credit Card
1894,79,286,3705.25,In-store,PayPal
1895,23,61,910.76,In-store,Bank Transfer
1896,434,138,3113.8,In-store,Credit Card
1897,257,283,2681.6,In-store,PayPal
1898,143,197,4404.3,Online,PayPal
1899,426,298,2880.63,Online,Cash
1900,314,178,2044.38,In-store,Cash
1901,466,319,1051.51,In-store,Bank Transfer
1902,303,167,1796.29,Online,Bank Transfer
1903,419,177,1498.59,Mobile app,PayPal
1904,423,50,2000.9,Online,Credit Card
1905,362,96,1502.27,Online,PayPal
1906,442,11,1932.04,Online,PayPal
1907,394,108,2213.65,In-store,Bank Transfer
1908,143,284,2959.35,Mobile app,Credit Card
1909,439,296,3421.04,Mobile app,Credit Card
1910,141,226,4267.48,Online,Bank Transfer
1911,229,278,656.98,Mobile app,Credit Card
1912,367,123,2399.35,Mobile app,PayPal
1913,363,349,766.19,Mobile app,PayPal
1914,482,22,3349.52,Online,PayPal
1915,358,9,319.11,Mobile app,PayPal
1916,258,98,2463.71,Online,PayPal
1917,349,306,638.51,In-store,Cash
1918,457,60,956.32,Mobile app,PayPal
1919,195,167,3700.28,Online,Bank Transfer
1920,480,59,328.77,Online,PayPal
1921,234,307,4000.38,Mobile app,PayPal
1922,457,281,2062.52,In-store,Cash
1923,73,320,994.1,Online,PayPal
1924,369,144,981.53,In-store,PayPal
1925,443,156,5825.1,Mobile app,Credit Card
1926,171,331,860.43,In-store,Credit Card
1927,215,301,900.08,In-store,PayPal
1928,341,275,2630.13,Mobile app,Cash
1929,321,6,2162.5,In-store,PayPal
1930,239,248,568.82,Mobile app,Credit Card
1931,60,87,2580.97,In-store,Bank Transfer
1932,226,57,543.69,Online,Bank Transfer
1933,288,40,1716.49,In-store,PayPal
1934,120,171,2115.32,Online,Bank Transfer
1935,53,188,5999.53,Mobile app,Credit Card
1936,143,167,5353.25,Mobile app,PayPal
1937,210,41,853.98,Online,Bank Transfer
1938,7,131,2540.84,Mobile app,Bank Transfer
1939,218,351,461.6,Online,Bank Transfer
1940,347,147,2585.15,In-store,PayPal
1941,181,232,664.68,Online,Cash
1942,226,246,1721.09,In-store,Cash
1943,119,113,5532.75,Online,PayPal
1944,489,85,1094.17,In-store,Cash
1945,128,140,1419.46,Mobile app,PayPal
1946,372,353,398.15,Online,Credit Card
1947,155,242,1726.6,Mobile app,PayPal
1948,310,187,5153.14,Mobile app,Cash
1949,196,235,946.53,Online,Credit Card
1950,412,69,1825.28,In-store,PayPal
1951,363,108,3442.02,Mobile app,Credit Card
1952,265,300,561.46,Online,Credit Card
1953,452,258,3324.05,In-store,Bank Transfer
1954,361,253,2167.16,Mobile app,Cash
1955,193,79,371.68,Mobile app,Bank Transfer
1956,331,286,942.64,Mobile app,PayPal
1957,348,315,3111.88,In-store,PayPal
1958,19,326,5320.8,Online,PayPal
1959,294,345,2695.98,Mobile app,Bank Transfer
1960,20,283,1679.84,In-store,Credit Card
1961,267,60,2754.97,Mobile app,PayPal
1962,339,213,1847.73,Online,Credit Card
1963,28,262,461.14,In-store,Credit Card
